Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 2,097,152
  lm_head                 : 1,048,576
  transformer_matrices    : 786,560
  scalars                 : 8
  total                   : 4,980,872
Estimated FLOPs per token: 1.258368e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.010471 | lrm: 1.00 | dt: 1321ms | tok/sec: 774 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.998067 | lrm: 1.00 | dt: 322ms | tok/sec: 3,175 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.988274 | lrm: 1.00 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.960670 | lrm: 1.00 | dt: 305ms | tok/sec: 3,359 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.954554 | lrm: 1.00 | dt: 211ms | tok/sec: 4,855 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.930305 | lrm: 1.00 | dt: 213ms | tok/sec: 4,799 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.912469 | lrm: 1.00 | dt: 215ms | tok/sec: 4,764 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.880452 | lrm: 1.00 | dt: 220ms | tok/sec: 4,647 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.846820 | lrm: 1.00 | dt: 215ms | tok/sec: 4,763 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.783105 | lrm: 1.00 | dt: 252ms | tok/sec: 4,067 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 8.657984 | lrm: 1.00 | dt: 227ms | tok/sec: 4,519 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 8.555706 | lrm: 1.00 | dt: 215ms | tok/sec: 4,758 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 8.449858 | lrm: 1.00 | dt: 224ms | tok/sec: 4,563 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 8.379375 | lrm: 1.00 | dt: 242ms | tok/sec: 4,228 | mfu: 0.0% | epoch: 1 | remaining: 299s    
step 00793 (59.9%) | loss: 5.702465 | lrm: 0.80 | dt: 268ms | tok/sec: 3,820 | mfu: 0.0% | epoch: 1 | remaining: 120s    
step 00794 (60.0%) | loss: 5.705534 | lrm: 0.80 | dt: 249ms | tok/sec: 4,108 | mfu: 0.0% | epoch: 1 | remaining: 120s    
step 00795 (60.1%) | loss: 5.698858 | lrm: 0.80 | dt: 211ms | tok/sec: 4,853 | mfu: 0.0% | epoch: 1 | remaining: 119s    
step 00796 (60.2%) | loss: 5.735652 | lrm: 0.80 | dt: 236ms | tok/sec: 4,337 | mfu: 0.0% | epoch: 1 | remaining: 119s    
step 00797 (60.3%) | loss: 5.731384 | lrm: 0.79 | dt: 212ms | tok/sec: 4,826 | mfu: 0.0% | epoch: 1 | remaining: 119s    
step 00798 (60.3%) | loss: 5.796299 | lrm: 0.79 | dt: 236ms | tok/sec: 4,346 | mfu: 0.0% | epoch: 1 | remaining: 119s    
step 00799 (60.4%) | loss: 5.812738 | lrm: 0.79 | dt: 244ms | tok/sec: 4,200 | mfu: 0.0% | epoch: 1 | remaining: 119s    
step 00800 (60.5%) | loss: 5.871074 | lrm: 0.79 | dt: 207ms | tok/sec: 4,951 | mfu: 0.0% | epoch: 1 | remaining: 118s    
step 00801 (60.6%) | loss: 5.872390 | lrm: 0.79 | dt: 239ms | tok/sec: 4,286 | mfu: 0.0% | epoch: 1 | remaining: 118s    
step 00802 (60.6%) | loss: 5.916311 | lrm: 0.79 | dt: 229ms | tok/sec: 4,463 | mfu: 0.0% | epoch: 1 | remaining: 118s    
step 00803 (60.7%) | loss: 5.895033 | lrm: 0.79 | dt: 228ms | tok/sec: 4,485 | mfu: 0.0% | epoch: 1 | remaining: 118s    
step 00804 (60.8%) | loss: 5.916680 | lrm: 0.78 | dt: 257ms | tok/sec: 3,985 | mfu: 0.0% | epoch: 1 | remaining: 117s    
step 00805 (60.9%) | loss: 5.938136 | lrm: 0.78 | dt: 205ms | tok/sec: 4,989 | mfu: 0.0% | epoch: 1 | remaining: 117s    
step 00806 (61.0%) | loss: 5.862490 | lrm: 0.78 | dt: 219ms | tok/sec: 4,674 | mfu: 0.0% | epoch: 1 | remaining: 117s    
step 00807 (61.0%) | loss: 5.817564 | lrm: 0.78 | dt: 263ms | tok/sec: 3,891 | mfu: 0.0% | epoch: 1 | remaining: 117s    
step 00808 (61.1%) | loss: 5.829539 | lrm: 0.78 | dt: 216ms | tok/sec: 4,735 | mfu: 0.0% | epoch: 1 | remaining: 116s    
step 00809 (61.2%) | loss: 5.823755 | lrm: 0.78 | dt: 235ms | tok/sec: 4,362 | mfu: 0.0% | epoch: 1 | remaining: 116s    
step 00810 (61.3%) | loss: 5.806179 | lrm: 0.77 | dt: 237ms | tok/sec: 4,325 | mfu: 0.0% | epoch: 1 | remaining: 116s    
step 00811 (61.3%) | loss: 5.789684 | lrm: 0.77 | dt: 226ms | tok/sec: 4,526 | mfu: 0.0% | epoch: 1 | remaining: 116s    
step 00812 (61.4%) | loss: 5.811324 | lrm: 0.77 | dt: 205ms | tok/sec: 4,985 | mfu: 0.0% | epoch: 1 | remaining: 116s    
step 00813 (61.5%) | loss: 5.820399 | lrm: 0.77 | dt: 235ms | tok/sec: 4,357 | mfu: 0.0% | epoch: 1 | remaining: 115s    
step 00814 (61.6%) | loss: 5.850415 | lrm: 0.77 | dt: 209ms | tok/sec: 4,907 | mfu: 0.0% | epoch: 1 | remaining: 115s    
step 00815 (61.6%) | loss: 5.860736 | lrm: 0.77 | dt: 203ms | tok/sec: 5,038 | mfu: 0.0% | epoch: 1 | remaining: 115s    
step 00816 (61.7%) | loss: 5.880701 | lrm: 0.77 | dt: 222ms | tok/sec: 4,616 | mfu: 0.0% | epoch: 1 | remaining: 115s    
step 00817 (61.8%) | loss: 5.858289 | lrm: 0.76 | dt: 199ms | tok/sec: 5,150 | mfu: 0.0% | epoch: 1 | remaining: 114s    
step 00818 (61.8%) | loss: 5.843823 | lrm: 0.76 | dt: 222ms | tok/sec: 4,602 | mfu: 0.0% | epoch: 1 | remaining: 114s    
step 00819 (61.9%) | loss: 5.820739 | lrm: 0.76 | dt: 225ms | tok/sec: 4,551 | mfu: 0.0% | epoch: 1 | remaining: 114s    
step 00820 (62.0%) | loss: 5.799587 | lrm: 0.76 | dt: 216ms | tok/sec: 4,731 | mfu: 0.0% | epoch: 1 | remaining: 114s    
step 00821 (62.1%) | loss: 5.811013 | lrm: 0.76 | dt: 234ms | tok/sec: 4,375 | mfu: 0.0% | epoch: 1 | remaining: 114s    
step 00822 (62.1%) | loss: 5.784419 | lrm: 0.76 | dt: 246ms | tok/sec: 4,170 | mfu: 0.0% | epoch: 1 | remaining: 113s    
step 00823 (62.2%) | loss: 5.802337 | lrm: 0.76 | dt: 212ms | tok/sec: 4,833 | mfu: 0.0% | epoch: 1 | remaining: 113s    
step 00824 (62.3%) | loss: 5.779009 | lrm: 0.75 | dt: 249ms | tok/sec: 4,116 | mfu: 0.0% | epoch: 1 | remaining: 113s    
step 00825 (62.4%) | loss: 5.794998 | lrm: 0.75 | dt: 207ms | tok/sec: 4,953 | mfu: 0.0% | epoch: 1 | remaining: 113s    
step 00826 (62.4%) | loss: 5.805610 | lrm: 0.75 | dt: 221ms | tok/sec: 4,629 | mfu: 0.0% | epoch: 1 | remaining: 112s    
step 00827 (62.5%) | loss: 5.809949 | lrm: 0.75 | dt: 216ms | tok/sec: 4,741 | mfu: 0.0% | epoch: 1 | remaining: 112s    
step 00828 (62.6%) | loss: 5.806122 | lrm: 0.75 | dt: 211ms | tok/sec: 4,844 | mfu: 0.0% | epoch: 1 | remaining: 112s    
step 00829 (62.7%) | loss: 5.759395 | lrm: 0.75 | dt: 206ms | tok/sec: 4,971 | mfu: 0.0% | epoch: 1 | remaining: 112s    
step 00830 (62.7%) | loss: 5.722968 | lrm: 0.75 | dt: 221ms | tok/sec: 4,632 | mfu: 0.0% | epoch: 1 | remaining: 112s    
step 00831 (62.8%) | loss: 5.746531 | lrm: 0.74 | dt: 223ms | tok/sec: 4,588 | mfu: 0.0% | epoch: 1 | remaining: 111s    
step 00832 (62.9%) | loss: 5.785946 | lrm: 0.74 | dt: 242ms | tok/sec: 4,238 | mfu: 0.0% | epoch: 1 | remaining: 111s    
step 00833 (63.0%) | loss: 5.774534 | lrm: 0.74 | dt: 231ms | tok/sec: 4,425 | mfu: 0.0% | epoch: 1 | remaining: 111s    
step 00834 (63.0%) | loss: 5.756885 | lrm: 0.74 | dt: 208ms | tok/sec: 4,919 | mfu: 0.0% | epoch: 1 | remaining: 111s    
step 00835 (63.1%) | loss: 5.756494 | lrm: 0.74 | dt: 205ms | tok/sec: 5,004 | mfu: 0.0% | epoch: 1 | remaining: 110s    
step 00836 (63.2%) | loss: 5.771091 | lrm: 0.74 | dt: 214ms | tok/sec: 4,785 | mfu: 0.0% | epoch: 1 | remaining: 110s    
step 00837 (63.2%) | loss: 5.767121 | lrm: 0.74 | dt: 225ms | tok/sec: 4,543 | mfu: 0.0% | epoch: 1 | remaining: 110s    
step 00838 (63.3%) | loss: 5.789717 | lrm: 0.73 | dt: 230ms | tok/sec: 4,449 | mfu: 0.0% | epoch: 1 | remaining: 110s    
step 00839 (63.4%) | loss: 5.850538 | lrm: 0.73 | dt: 248ms | tok/sec: 4,132 | mfu: 0.0% | epoch: 1 | remaining: 110s    
step 00840 (63.5%) | loss: 5.830142 | lrm: 0.73 | dt: 203ms | tok/sec: 5,033 | mfu: 0.0% | epoch: 1 | remaining: 109s    
step 00841 (63.5%) | loss: 5.820431 | lrm: 0.73 | dt: 219ms | tok/sec: 4,669 | mfu: 0.0% | epoch: 1 | remaining: 109s    
step 00842 (63.6%) | loss: 5.807303 | lrm: 0.73 | dt: 209ms | tok/sec: 4,907 | mfu: 0.0% | epoch: 1 | remaining: 109s    
step 00843 (63.7%) | loss: 5.785503 | lrm: 0.73 | dt: 210ms | tok/sec: 4,864 | mfu: 0.0% | epoch: 1 | remaining: 109s    
step 00844 (63.8%) | loss: 5.761296 | lrm: 0.72 | dt: 211ms | tok/sec: 4,864 | mfu: 0.0% | epoch: 1 | remaining: 109s    
step 00845 (63.8%) | loss: 5.779008 | lrm: 0.72 | dt: 213ms | tok/sec: 4,811 | mfu: 0.0% | epoch: 1 | remaining: 108s    
step 00846 (63.9%) | loss: 5.745922 | lrm: 0.72 | dt: 246ms | tok/sec: 4,170 | mfu: 0.0% | epoch: 1 | remaining: 108s    
step 00847 (64.0%) | loss: 5.799220 | lrm: 0.72 | dt: 219ms | tok/sec: 4,665 | mfu: 0.0% | epoch: 1 | remaining: 108s    
step 00848 (64.1%) | loss: 5.765362 | lrm: 0.72 | dt: 238ms | tok/sec: 4,301 | mfu: 0.0% | epoch: 1 | remaining: 108s    
step 00849 (64.1%) | loss: 5.777618 | lrm: 0.72 | dt: 222ms | tok/sec: 4,613 | mfu: 0.0% | epoch: 1 | remaining: 107s    
step 00850 (64.2%) | loss: 5.760604 | lrm: 0.72 | dt: 221ms | tok/sec: 4,640 | mfu: 0.0% | epoch: 1 | remaining: 107s    
step 00851 (64.3%) | loss: 5.799477 | lrm: 0.71 | dt: 271ms | tok/sec: 3,774 | mfu: 0.0% | epoch: 1 | remaining: 107s    
step 00852 (64.4%) | loss: 5.829417 | lrm: 0.71 | dt: 197ms | tok/sec: 5,209 | mfu: 0.0% | epoch: 1 | remaining: 107s    
step 00853 (64.4%) | loss: 5.797423 | lrm: 0.71 | dt: 229ms | tok/sec: 4,473 | mfu: 0.0% | epoch: 1 | remaining: 106s    
step 00854 (64.5%) | loss: 5.807769 | lrm: 0.71 | dt: 211ms | tok/sec: 4,844 | mfu: 0.0% | epoch: 1 | remaining: 106s    
step 00855 (64.6%) | loss: 5.839114 | lrm: 0.71 | dt: 211ms | tok/sec: 4,855 | mfu: 0.0% | epoch: 1 | remaining: 106s    
step 00856 (64.7%) | loss: 5.816373 | lrm: 0.71 | dt: 211ms | tok/sec: 4,862 | mfu: 0.0% | epoch: 1 | remaining: 106s    
step 00857 (64.7%) | loss: 5.815761 | lrm: 0.71 | dt: 241ms | tok/sec: 4,241 | mfu: 0.0% | epoch: 1 | remaining: 106s    
step 00858 (64.8%) | loss: 5.811995 | lrm: 0.70 | dt: 230ms | tok/sec: 4,453 | mfu: 0.0% | epoch: 1 | remaining: 105s    
step 00859 (64.9%) | loss: 5.843317 | lrm: 0.70 | dt: 208ms | tok/sec: 4,927 | mfu: 0.0% | epoch: 1 | remaining: 105s    
step 00860 (65.0%) | loss: 5.824022 | lrm: 0.70 | dt: 217ms | tok/sec: 4,712 | mfu: 0.0% | epoch: 1 | remaining: 105s    
step 00861 (65.0%) | loss: 5.756884 | lrm: 0.70 | dt: 221ms | tok/sec: 4,638 | mfu: 0.0% | epoch: 1 | remaining: 105s    
step 00862 (65.1%) | loss: 5.756329 | lrm: 0.70 | dt: 241ms | tok/sec: 4,245 | mfu: 0.0% | epoch: 1 | remaining: 104s    
step 00863 (65.2%) | loss: 5.770700 | lrm: 0.70 | dt: 225ms | tok/sec: 4,557 | mfu: 0.0% | epoch: 1 | remaining: 104s    
step 00864 (65.3%) | loss: 5.745694 | lrm: 0.69 | dt: 254ms | tok/sec: 4,027 | mfu: 0.0% | epoch: 1 | remaining: 104s    
step 00865 (65.3%) | loss: 5.727169 | lrm: 0.69 | dt: 218ms | tok/sec: 4,688 | mfu: 0.0% | epoch: 1 | remaining: 104s    
step 00866 (65.4%) | loss: 5.733050 | lrm: 0.69 | dt: 242ms | tok/sec: 4,228 | mfu: 0.0% | epoch: 1 | remaining: 104s    
step 00867 (65.5%) | loss: 5.744635 | lrm: 0.69 | dt: 223ms | tok/sec: 4,586 | mfu: 0.0% | epoch: 1 | remaining: 103s    
step 00868 (65.6%) | loss: 5.780793 | lrm: 0.69 | dt: 234ms | tok/sec: 4,371 | mfu: 0.0% | epoch: 1 | remaining: 103s    
step 00869 (65.6%) | loss: 5.800933 | lrm: 0.69 | dt: 221ms | tok/sec: 4,635 | mfu: 0.0% | epoch: 1 | remaining: 103s    
step 00870 (65.7%) | loss: 5.789046 | lrm: 0.69 | dt: 209ms | tok/sec: 4,894 | mfu: 0.0% | epoch: 1 | remaining: 103s    
step 00871 (65.8%) | loss: 5.834415 | lrm: 0.68 | dt: 231ms | tok/sec: 4,425 | mfu: 0.0% | epoch: 1 | remaining: 102s    
step 00872 (65.9%) | loss: 5.836676 | lrm: 0.68 | dt: 256ms | tok/sec: 3,996 | mfu: 0.0% | epoch: 1 | remaining: 102s    
step 00873 (66.0%) | loss: 5.854741 | lrm: 0.68 | dt: 255ms | tok/sec: 4,020 | mfu: 0.0% | epoch: 1 | remaining: 102s    
step 00874 (66.0%) | loss: 5.828694 | lrm: 0.68 | dt: 262ms | tok/sec: 3,911 | mfu: 0.0% | epoch: 1 | remaining: 102s    
step 00875 (66.1%) | loss: 5.772330 | lrm: 0.68 | dt: 237ms | tok/sec: 4,329 | mfu: 0.0% | epoch: 1 | remaining: 101s    
step 00876 (66.2%) | loss: 5.770187 | lrm: 0.68 | dt: 252ms | tok/sec: 4,070 | mfu: 0.0% | epoch: 1 | remaining: 101s    
step 00877 (66.3%) | loss: 5.799002 | lrm: 0.67 | dt: 286ms | tok/sec: 3,580 | mfu: 0.0% | epoch: 1 | remaining: 101s    
step 00878 (66.4%) | loss: 5.776119 | lrm: 0.67 | dt: 284ms | tok/sec: 3,610 | mfu: 0.0% | epoch: 1 | remaining: 101s    
step 00879 (66.5%) | loss: 5.761863 | lrm: 0.67 | dt: 274ms | tok/sec: 3,736 | mfu: 0.0% | epoch: 1 | remaining: 100s    
step 00880 (66.6%) | loss: 5.768545 | lrm: 0.67 | dt: 240ms | tok/sec: 4,264 | mfu: 0.0% | epoch: 1 | remaining: 100s    
step 00881 (66.6%) | loss: 5.787775 | lrm: 0.67 | dt: 250ms | tok/sec: 4,099 | mfu: 0.0% | epoch: 1 | remaining: 100s    
step 00882 (66.7%) | loss: 5.812130 | lrm: 0.67 | dt: 272ms | tok/sec: 3,765 | mfu: 0.0% | epoch: 1 | remaining: 100s    
step 00883 (66.8%) | loss: 5.823311 | lrm: 0.66 | dt: 236ms | tok/sec: 4,338 | mfu: 0.0% | epoch: 1 | remaining: 99s    
step 00884 (66.9%) | loss: 5.811458 | lrm: 0.66 | dt: 224ms | tok/sec: 4,575 | mfu: 0.0% | epoch: 1 | remaining: 99s    
step 00885 (67.0%) | loss: 5.814490 | lrm: 0.66 | dt: 246ms | tok/sec: 4,160 | mfu: 0.0% | epoch: 1 | remaining: 99s    
step 00886 (67.1%) | loss: 5.777980 | lrm: 0.66 | dt: 258ms | tok/sec: 3,972 | mfu: 0.0% | epoch: 1 | remaining: 99s    
step 00887 (67.1%) | loss: 5.809445 | lrm: 0.66 | dt: 237ms | tok/sec: 4,324 | mfu: 0.0% | epoch: 1 | remaining: 98s    
step 00888 (67.2%) | loss: 5.816669 | lrm: 0.66 | dt: 227ms | tok/sec: 4,504 | mfu: 0.0% | epoch: 1 | remaining: 98s    
step 00889 (67.3%) | loss: 5.789820 | lrm: 0.65 | dt: 209ms | tok/sec: 4,887 | mfu: 0.0% | epoch: 1 | remaining: 98s    
step 00890 (67.4%) | loss: 5.815740 | lrm: 0.65 | dt: 243ms | tok/sec: 4,212 | mfu: 0.0% | epoch: 1 | remaining: 98s    
step 00891 (67.4%) | loss: 5.737000 | lrm: 0.65 | dt: 212ms | tok/sec: 4,833 | mfu: 0.0% | epoch: 1 | remaining: 97s    
step 00892 (67.5%) | loss: 5.756281 | lrm: 0.65 | dt: 204ms | tok/sec: 5,015 | mfu: 0.0% | epoch: 1 | remaining: 97s    
step 00893 (67.6%) | loss: 5.740038 | lrm: 0.65 | dt: 248ms | tok/sec: 4,136 | mfu: 0.0% | epoch: 1 | remaining: 97s    
step 00894 (67.7%) | loss: 5.755862 | lrm: 0.65 | dt: 216ms | tok/sec: 4,738 | mfu: 0.0% | epoch: 1 | remaining: 97s    
step 00895 (67.7%) | loss: 5.747863 | lrm: 0.65 | dt: 226ms | tok/sec: 4,523 | mfu: 0.0% | epoch: 1 | remaining: 97s    
step 00896 (67.8%) | loss: 5.718719 | lrm: 0.64 | dt: 279ms | tok/sec: 3,675 | mfu: 0.0% | epoch: 1 | remaining: 96s    
step 00897 (67.9%) | loss: 5.645167 | lrm: 0.64 | dt: 227ms | tok/sec: 4,515 | mfu: 0.0% | epoch: 1 | remaining: 96s    
step 00898 (68.0%) | loss: 5.644008 | lrm: 0.64 | dt: 214ms | tok/sec: 4,795 | mfu: 0.0% | epoch: 1 | remaining: 96s    
step 00899 (68.1%) | loss: 5.556722 | lrm: 0.64 | dt: 224ms | tok/sec: 4,578 | mfu: 0.0% | epoch: 1 | remaining: 96s    
step 00900 (68.1%) | loss: 5.553444 | lrm: 0.64 | dt: 244ms | tok/sec: 4,199 | mfu: 0.0% | epoch: 1 | remaining: 95s    
step 00901 (68.2%) | loss: 5.561004 | lrm: 0.64 | dt: 220ms | tok/sec: 4,653 | mfu: 0.0% | epoch: 1 | remaining: 95s    
step 00902 (68.3%) | loss: 5.627572 | lrm: 0.63 | dt: 222ms | tok/sec: 4,614 | mfu: 0.0% | epoch: 1 | remaining: 95s    
step 00903 (68.4%) | loss: 5.599962 | lrm: 0.63 | dt: 232ms | tok/sec: 4,408 | mfu: 0.0% | epoch: 1 | remaining: 95s    
step 00904 (68.4%) | loss: 5.592808 | lrm: 0.63 | dt: 224ms | tok/sec: 4,578 | mfu: 0.0% | epoch: 1 | remaining: 94s    
step 00905 (68.5%) | loss: 5.620814 | lrm: 0.63 | dt: 255ms | tok/sec: 4,019 | mfu: 0.0% | epoch: 1 | remaining: 94s    
step 00906 (68.6%) | loss: 5.602190 | lrm: 0.63 | dt: 256ms | tok/sec: 3,993 | mfu: 0.0% | epoch: 1 | remaining: 94s    
step 00907 (68.7%) | loss: 5.649631 | lrm: 0.63 | dt: 276ms | tok/sec: 3,708 | mfu: 0.0% | epoch: 1 | remaining: 94s    
step 00908 (68.8%) | loss: 5.678975 | lrm: 0.62 | dt: 232ms | tok/sec: 4,406 | mfu: 0.0% | epoch: 1 | remaining: 93s    
step 00909 (68.9%) | loss: 5.694427 | lrm: 0.62 | dt: 268ms | tok/sec: 3,823 | mfu: 0.0% | epoch: 1 | remaining: 93s    
step 00910 (68.9%) | loss: 5.715025 | lrm: 0.62 | dt: 252ms | tok/sec: 4,061 | mfu: 0.0% | epoch: 1 | remaining: 93s    
step 00911 (69.0%) | loss: 5.721388 | lrm: 0.62 | dt: 223ms | tok/sec: 4,598 | mfu: 0.0% | epoch: 1 | remaining: 93s    
step 00912 (69.1%) | loss: 5.716341 | lrm: 0.62 | dt: 224ms | tok/sec: 4,568 | mfu: 0.0% | epoch: 1 | remaining: 92s    
step 00913 (69.2%) | loss: 5.714322 | lrm: 0.62 | dt: 234ms | tok/sec: 4,378 | mfu: 0.0% | epoch: 1 | remaining: 92s    
step 00914 (69.3%) | loss: 5.717868 | lrm: 0.61 | dt: 212ms | tok/sec: 4,819 | mfu: 0.0% | epoch: 1 | remaining: 92s    
step 00915 (69.3%) | loss: 5.673825 | lrm: 0.61 | dt: 276ms | tok/sec: 3,710 | mfu: 0.0% | epoch: 1 | remaining: 92s    
step 00916 (69.4%) | loss: 5.642461 | lrm: 0.61 | dt: 248ms | tok/sec: 4,121 | mfu: 0.0% | epoch: 1 | remaining: 92s    
step 00917 (69.5%) | loss: 5.711244 | lrm: 0.61 | dt: 289ms | tok/sec: 3,545 | mfu: 0.0% | epoch: 1 | remaining: 91s    
step 00918 (69.6%) | loss: 5.763217 | lrm: 0.61 | dt: 218ms | tok/sec: 4,705 | mfu: 0.0% | epoch: 1 | remaining: 91s    
step 00919 (69.7%) | loss: 5.795965 | lrm: 0.61 | dt: 253ms | tok/sec: 4,047 | mfu: 0.0% | epoch: 1 | remaining: 91s    
step 00920 (69.8%) | loss: 5.775086 | lrm: 0.60 | dt: 226ms | tok/sec: 4,522 | mfu: 0.0% | epoch: 1 | remaining: 91s    
step 00921 (69.8%) | loss: 5.779885 | lrm: 0.60 | dt: 244ms | tok/sec: 4,196 | mfu: 0.0% | epoch: 1 | remaining: 90s    
step 00922 (69.9%) | loss: 5.822311 | lrm: 0.60 | dt: 226ms | tok/sec: 4,525 | mfu: 0.0% | epoch: 1 | remaining: 90s    
step 00923 (70.0%) | loss: 5.762471 | lrm: 0.60 | dt: 220ms | tok/sec: 4,645 | mfu: 0.0% | epoch: 1 | remaining: 90s    
step 00924 (70.1%) | loss: 5.733578 | lrm: 0.60 | dt: 267ms | tok/sec: 3,837 | mfu: 0.0% | epoch: 1 | remaining: 90s    
step 00925 (70.1%) | loss: 5.748971 | lrm: 0.60 | dt: 230ms | tok/sec: 4,461 | mfu: 0.0% | epoch: 1 | remaining: 89s    
step 00926 (70.2%) | loss: 5.679764 | lrm: 0.60 | dt: 221ms | tok/sec: 4,642 | mfu: 0.0% | epoch: 1 | remaining: 89s    
step 00927 (70.3%) | loss: 5.668194 | lrm: 0.59 | dt: 204ms | tok/sec: 5,022 | mfu: 0.0% | epoch: 1 | remaining: 89s    
step 00928 (70.4%) | loss: 5.644434 | lrm: 0.59 | dt: 272ms | tok/sec: 3,758 | mfu: 0.0% | epoch: 1 | remaining: 89s    
step 00929 (70.5%) | loss: 5.606863 | lrm: 0.59 | dt: 232ms | tok/sec: 4,413 | mfu: 0.0% | epoch: 1 | remaining: 88s    
step 00930 (70.5%) | loss: 5.613128 | lrm: 0.59 | dt: 212ms | tok/sec: 4,821 | mfu: 0.0% | epoch: 1 | remaining: 88s    
step 00931 (70.6%) | loss: 5.628737 | lrm: 0.59 | dt: 209ms | tok/sec: 4,900 | mfu: 0.0% | epoch: 1 | remaining: 88s    
step 00932 (70.7%) | loss: 5.654932 | lrm: 0.59 | dt: 222ms | tok/sec: 4,615 | mfu: 0.0% | epoch: 1 | remaining: 88s    
step 00933 (70.7%) | loss: 5.656607 | lrm: 0.59 | dt: 211ms | tok/sec: 4,847 | mfu: 0.0% | epoch: 1 | remaining: 88s    
step 00934 (70.8%) | loss: 5.641184 | lrm: 0.58 | dt: 214ms | tok/sec: 4,792 | mfu: 0.0% | epoch: 1 | remaining: 87s    
step 00935 (70.9%) | loss: 5.646687 | lrm: 0.58 | dt: 212ms | tok/sec: 4,819 | mfu: 0.0% | epoch: 1 | remaining: 87s    
step 00936 (71.0%) | loss: 5.671687 | lrm: 0.58 | dt: 243ms | tok/sec: 4,217 | mfu: 0.0% | epoch: 1 | remaining: 87s    
step 00937 (71.0%) | loss: 5.689085 | lrm: 0.58 | dt: 210ms | tok/sec: 4,869 | mfu: 0.0% | epoch: 1 | remaining: 87s    
step 00938 (71.1%) | loss: 5.723741 | lrm: 0.58 | dt: 210ms | tok/sec: 4,871 | mfu: 0.0% | epoch: 1 | remaining: 86s    
step 00939 (71.2%) | loss: 5.757703 | lrm: 0.58 | dt: 246ms | tok/sec: 4,157 | mfu: 0.0% | epoch: 1 | remaining: 86s    
step 00940 (71.3%) | loss: 5.748763 | lrm: 0.57 | dt: 217ms | tok/sec: 4,723 | mfu: 0.0% | epoch: 1 | remaining: 86s    
step 00941 (71.3%) | loss: 5.826720 | lrm: 0.57 | dt: 212ms | tok/sec: 4,837 | mfu: 0.0% | epoch: 1 | remaining: 86s    
step 00942 (71.4%) | loss: 5.834676 | lrm: 0.57 | dt: 222ms | tok/sec: 4,610 | mfu: 0.0% | epoch: 1 | remaining: 86s    
step 00943 (71.5%) | loss: 5.823212 | lrm: 0.57 | dt: 243ms | tok/sec: 4,207 | mfu: 0.0% | epoch: 1 | remaining: 85s    
step 00944 (71.6%) | loss: 5.804147 | lrm: 0.57 | dt: 274ms | tok/sec: 3,736 | mfu: 0.0% | epoch: 1 | remaining: 85s    
step 00945 (71.7%) | loss: 5.796839 | lrm: 0.57 | dt: 270ms | tok/sec: 3,788 | mfu: 0.0% | epoch: 1 | remaining: 85s    
step 00946 (71.7%) | loss: 5.809280 | lrm: 0.57 | dt: 260ms | tok/sec: 3,936 | mfu: 0.0% | epoch: 1 | remaining: 85s    
step 00947 (71.8%) | loss: 5.778805 | lrm: 0.56 | dt: 203ms | tok/sec: 5,046 | mfu: 0.0% | epoch: 1 | remaining: 84s    
step 00948 (71.9%) | loss: 5.803547 | lrm: 0.56 | dt: 231ms | tok/sec: 4,439 | mfu: 0.0% | epoch: 1 | remaining: 84s    
step 00949 (72.0%) | loss: 5.821559 | lrm: 0.56 | dt: 212ms | tok/sec: 4,825 | mfu: 0.0% | epoch: 1 | remaining: 84s    
step 00950 (72.0%) | loss: 5.810504 | lrm: 0.56 | dt: 223ms | tok/sec: 4,589 | mfu: 0.0% | epoch: 1 | remaining: 84s    
step 00951 (72.1%) | loss: 5.744519 | lrm: 0.56 | dt: 207ms | tok/sec: 4,953 | mfu: 0.0% | epoch: 1 | remaining: 83s    
